,title,heading,Description,token
926,SINGLE SERVE FLEX,Ruffles Potato Chips Cheddar & Sour Cream Flavored 1 Oz,"The predicted units for SINGLE SERVE FLEX is 32.7749479703133 and actual unit is 48, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 0.32The flavour code for SINGLE SERVE FLEX is 45 with size SVL-RETAILThe flavour description is CHEDDAR AND SOUR CREAM and item description is Ruffles Potato Chips Cheddar & Sour Cream Flavored 1 Oz for SINGLE SERVE FLEX",109
927,SUNCHIPS,SunChips Flavored Whole Grain Snacks Harvest Cheddar 7 Oz,"The predicted units for SUNCHIPS is 6.65266734775833 and actual unit is 4, The net gap is 2.65266734775833The average unit revenue for SUNCHIPS is 2.96The flavour code for SUNCHIPS is 31 with size XLThe flavour description is CHS/MED CONQUES and item description is SunChips Flavored Whole Grain Snacks Harvest Cheddar 7 Oz for SUNCHIPS",91
928,BAKED RUFFLES,Ruffles Baked Potato Crisps Cheddar & Sour Cream 6 1/4 Oz,"The predicted units for BAKED RUFFLES is 7.14209648503734 and actual unit is 20, The net gap is 0The average unit revenue for BAKED RUFFLES is 2.87The flavour code for BAKED RUFFLES is 51 with size XLThe flavour description is HOT/HOT AND SPICY/BKD RF and item description is Ruffles Baked Potato Crisps Cheddar & Sour Cream 6 1/4 Oz for BAKED RUFFLES",109
929,LAYS,Lay's Potato Chips Honey Barbecue 7 3/4 Oz,"The predicted units for LAYS is 7.32408248622142 and actual unit is 0, The net gap is 7.32408248622142The average unit revenue for LAYS is 3.16The flavour code for LAYS is 6 with size XLThe flavour description is HNY BBQ/MIX and item description is Lay's Potato Chips Honey Barbecue 7 3/4 Oz for LAYS",88
930,LAYS,Lay's Potato Chips Limon Flavored 7 3/4 Oz,"The predicted units for LAYS is 8.07781101634293 and actual unit is 12, The net gap is 0The average unit revenue for LAYS is 3.27The flavour code for LAYS is 82 with size XLThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 7 3/4 Oz for LAYS",90
931,FRITOS,Fritos Scoops Corn Chips 15.5 Oz,"The predicted units for FRITOS is 75.8872645893869 and actual unit is 34, The net gap is 41.8872645893869The average unit revenue for FRITOS is 3.91The flavour code for FRITOS is 97 with size PARTY SIZEThe flavour description is SCOOPS and item description is Fritos Scoops Corn Chips 15.5 Oz for FRITOS",87
932,FRITOS,Fritos Scoops Corn Chips 15.5 Oz,"The predicted units for FRITOS is 60.4585824701471 and actual unit is 31, The net gap is 29.4585824701471The average unit revenue for FRITOS is 4.57The flavour code for FRITOS is 97 with size PARTY SIZEThe flavour description is SCOOPS and item description is Fritos Scoops Corn Chips 15.5 Oz for FRITOS",85
933,SINGLE SERVE FLEX,Lay's Potato Chips Classic 2 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 19.7627409847921 and actual unit is 60, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.55The flavour code for SINGLE SERVE FLEX is 11 with size XXVLThe flavour description is REG and item description is Lay's Potato Chips Classic 2 5/8 Oz for SINGLE SERVE FLEX",95
934,SINGLE SERVE FLEX,"Ruffles Potato Chips, Queso Flavored, 2.5 Oz","The predicted units for SINGLE SERVE FLEX is 23.596784044064 and actual unit is 84, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.46The flavour code for SINGLE SERVE FLEX is 602 with size XXVLThe flavour description is QUESO and item description is Ruffles Potato Chips, Queso Flavored, 2.5 Oz for SINGLE SERVE FLEX",102
935,SINGLE SERVE FLEX,Doritos Dinamita Rolled Tortilla Chips Chile Limon Flavored 4 Oz,"The predicted units for SINGLE SERVE FLEX is 10.5123836199524 and actual unit is 42, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.48The flavour code for SINGLE SERVE FLEX is 730 with size XXVLThe flavour description is CHILE LIMON/WHITE CORN and item description is Doritos Dinamita Rolled Tortilla Chips Chile Limon Flavored 4 Oz for SINGLE SERVE FLEX",111
936,SINGLE SERVE FLEX,Smartfood Flavored Popcorn White Cheddar 2 Oz,"The predicted units for SINGLE SERVE FLEX is 68.7809991082448 and actual unit is 84, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.46The flavour code for SINGLE SERVE FLEX is 31 with size XXVLThe flavour description is CHS/MED CONQUES and item description is Smartfood Flavored Popcorn White Cheddar 2 Oz for SINGLE SERVE FLEX",101
937,FRITOS,Fritos Scoops! Corn Chips 9.25 Oz,"The predicted units for FRITOS is 64.5673709117406 and actual unit is 50, The net gap is 14.5673709117405The average unit revenue for FRITOS is 3.68The flavour code for FRITOS is 97 with size XLThe flavour description is SCOOPS and item description is Fritos Scoops! Corn Chips 9.25 Oz for FRITOS",85
938,SMARTFOOD POPCORN,Smartfood Popcorn Sea Salt 5 Oz,"The predicted units for SMARTFOOD POPCORN is 5.45538883376168 and actual unit is 0, The net gap is 5.45538883376168The average unit revenue for SMARTFOOD POPCORN is 2.73The flavour code for SMARTFOOD POPCORN is 11 with size XLThe flavour description is REG and item description is Smartfood Popcorn Sea Salt 5 Oz for SMARTFOOD POPCORN",95
939,CHESTER'S PUFFCORN,Chester's Puffcorn Puffed Corn Snacks Cheese Flavored 4.25 Oz,"The predicted units for CHESTER'S PUFFCORN is 9.17749401807457 and actual unit is 23.5, The net gap is 0The average unit revenue for CHESTER'S PUFFCORN is 1.67The flavour code for CHESTER'S PUFFCORN is 883 with size 2VALUE LINEThe flavour description is PUFF CHS and item description is Chester's Puffcorn Puffed Corn Snacks Cheese Flavored 4.25 Oz for CHESTER'S PUFFCORN",112
940,CHESTER'S PUFFCORN,Chester's Puffcorn Puffed Corn Snacks Butter Artificially Flavored 3.25 Oz,"The predicted units for CHESTER'S PUFFCORN is 7.92058039935302 and actual unit is 36, The net gap is 0The average unit revenue for CHESTER'S PUFFCORN is 1.66The flavour code for CHESTER'S PUFFCORN is 884 with size 2VALUE LINEThe flavour description is PUFF BTR and item description is Chester's Puffcorn Puffed Corn Snacks Butter Artificially Flavored 3.25 Oz for CHESTER'S PUFFCORN",114
941,BAKED TOSTITOS,Tostitos Baked Scoops Tortilla Chips 6.25 Oz,"The predicted units for BAKED TOSTITOS is 7.37614252179884 and actual unit is 21, The net gap is 0The average unit revenue for BAKED TOSTITOS is 2.81The flavour code for BAKED TOSTITOS is 97 with size XLThe flavour description is SCOOPS and item description is Tostitos Baked Scoops Tortilla Chips 6.25 Oz for BAKED TOSTITOS",96
942,LAYS,Lay's Classic Potato Chips Lightly Salted 7 3/4 Oz,"The predicted units for LAYS is 6.440596496659 and actual unit is 24, The net gap is 0The average unit revenue for LAYS is 3.19The flavour code for LAYS is 715 with size XLThe flavour description is LIGHTLY SALTED and item description is Lay's Classic Potato Chips Lightly Salted 7 3/4 Oz for LAYS",83
943,LAYS,Lay's Potato Chips Honey Barbecue 7 3/4 Oz,"The predicted units for LAYS is 7.12315746748384 and actual unit is 12, The net gap is 0The average unit revenue for LAYS is 3.15The flavour code for LAYS is 6 with size XLThe flavour description is HNY BBQ/MIX and item description is Lay's Potato Chips Honey Barbecue 7 3/4 Oz for LAYS",81
944,LAYS,Lay's Potato Chips Dill Pickle 7 3/4 Oz,"The predicted units for LAYS is 5.30285066815294 and actual unit is 6, The net gap is 0The average unit revenue for LAYS is 3.18The flavour code for LAYS is 631 with size XLThe flavour description is DILL PICKLE and item description is Lay's Potato Chips Dill Pickle 7 3/4 Oz for LAYS",81
945,FUNYUNS,Funyuns Onion Flavored Rings 6 Oz,"The predicted units for FUNYUNS is 12.8430629899014 and actual unit is 30, The net gap is 0The average unit revenue for FUNYUNS is 3.66The flavour code for FUNYUNS is 52 with size XLThe flavour description is ONION FLAVORED and item description is Funyuns Onion Flavored Rings 6 Oz for FUNYUNS",80
946,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks 15 Oz,"The predicted units for CRUNCHY CHEETOS is 23.0695166871233 and actual unit is 52.5, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 3.82The flavour code for CRUNCHY CHEETOS is 31 with size PARTY SIZEThe flavour description is CHS/MED CONQUES and item description is Cheetos Crunchy Cheese Flavored Snacks 15 Oz for CRUNCHY CHEETOS",103
947,FRITOS,Sabritas Flavored Corn Snacks Turbos Flamas 10 Oz,"The predicted units for FRITOS is 12.8304067187456 and actual unit is 60, The net gap is 0The average unit revenue for FRITOS is 2.95The flavour code for FRITOS is 182 with size XLThe flavour description is TUR FLAM/RFT BIT SIZ TURB and item description is Sabritas Flavored Corn Snacks Turbos Flamas 10 Oz for FRITOS",89
948,PUFF CHEETOS,Cheetos Puffs Cheese Flavored Snacks Flamin' Hot Flavored 8 Oz,"The predicted units for PUFF CHEETOS is 73.3705553456809 and actual unit is 104.5, The net gap is 0The average unit revenue for PUFF CHEETOS is 2.95The flavour code for PUFF CHEETOS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Puffs Cheese Flavored Snacks Flamin' Hot Flavored 8 Oz for PUFF CHEETOS",103
949,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 59.0049228066144 and actual unit is 54, The net gap is 5.00492280661441The average unit revenue for SANTITAS is 1.71The flavour code for SANTITAS is 28 with size 11 OZThe flavour description is HONEY MUSTARD/ HONEY DIJO and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",93
950,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 31.3313503054943 and actual unit is 15, The net gap is 16.3313503054943The average unit revenue for SANTITAS is 1.73The flavour code for SANTITAS is 38 with size 11 OZThe flavour description is WVBQ/BLD/SMK CHD BBQ and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",95
951,LAYS,Lay's Potato Chips Wavy Ranch Flavored 7 1/2 Oz,"The predicted units for LAYS is 5.34497627559591 and actual unit is 7.5, The net gap is 0The average unit revenue for LAYS is 3.13The flavour code for LAYS is 33 with size XLThe flavour description is NAC/RAN WAV/BEF TRK/PNT S and item description is Lay's Potato Chips Wavy Ranch Flavored 7 1/2 Oz for LAYS",95
952,ROLD GOLD,Rold Gold Pretzels Sticks Original 16 Oz,"The predicted units for ROLD GOLD is 7.72376896396409 and actual unit is 14, The net gap is 0The average unit revenue for ROLD GOLD is 2.43The flavour code for ROLD GOLD is 61 with size XLThe flavour description is FRE STK/BEAN/BEF JRK and item description is Rold Gold Pretzels Sticks Original 16 Oz for ROLD GOLD",85
953,DIPS,Lay's Dip French Onion 15 Oz,"The predicted units for DIPS is 5.54591282459937 and actual unit is 0, The net gap is 5.54591282459937The average unit revenue for DIPS is 3.49The flavour code for DIPS is 17 with size QUESO DIPThe flavour description is FR ONI/CT X-O'S and item description is Lay's Dip French Onion 15 Oz for DIPS",87
954,DIPS,Tostitos Flavored Dip Medium Salsa Con Queso 15 Oz,"The predicted units for DIPS is 35.7492090360531 and actual unit is 30, The net gap is 5.74920903605315The average unit revenue for DIPS is 3.53The flavour code for DIPS is 31 with size QUESO DIPThe flavour description is CHS/MED CONQUES and item description is Tostitos Flavored Dip Medium Salsa Con Queso 15 Oz for DIPS",94
955,LAYS,Lay's Potato Chips Classic 8 Oz,"The predicted units for LAYS is 106.315900995244 and actual unit is 159, The net gap is 0The average unit revenue for LAYS is 3.19The flavour code for LAYS is 11 with size XLThe flavour description is REG and item description is Lay's Potato Chips Classic 8 Oz for LAYS",69
956,LAYS,Lay's Potato Chips Limon Flavored 7 3/4 Oz,"The predicted units for LAYS is 50.7461449724542 and actual unit is 66, The net gap is 0The average unit revenue for LAYS is 2.43The flavour code for LAYS is 82 with size XLThe flavour description is LIMON/PNT BTR CHS/VAN CRM and item description is Lay's Potato Chips Limon Flavored 7 3/4 Oz for LAYS",90
957,FUNYUNS,Funyuns Onion Flavored Rings Flamin' Hot Flavored 6 Oz,"The predicted units for FUNYUNS is 21.7066869649242 and actual unit is 72, The net gap is 0The average unit revenue for FUNYUNS is 3.71The flavour code for FUNYUNS is 548 with size XLThe flavour description is FLAMING HOT/FIERY and item description is Funyuns Onion Flavored Rings Flamin' Hot Flavored 6 Oz for FUNYUNS",89
958,SINGLE SERVE FLEX,Doritos Flavored Tortilla Chips Flamin' Hot Limon 2 3/4 Oz,"The predicted units for SINGLE SERVE FLEX is 8.44646224545883 and actual unit is 25.5, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.46The flavour code for SINGLE SERVE FLEX is 758 with size XXVLThe flavour description is HOT LIMON and item description is Doritos Flavored Tortilla Chips Flamin' Hot Limon 2 3/4 Oz for SINGLE SERVE FLEX",109
959,LAYS,Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz,"The predicted units for LAYS is 6.37798057270546 and actual unit is 4, The net gap is 2.37798057270546The average unit revenue for LAYS is 3.98The flavour code for LAYS is 39 with size PARTY SIZEThe flavour description is SLT VINEGAR/JAL CHD/JAL C and item description is Lay's Potato Chips Salt & Vinegar Flavored 12 1/2 Oz for LAYS",105
960,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 15 Oz Party Size,"The predicted units for CRUNCHY CHEETOS is 6.62743449307004 and actual unit is 7, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 4.75The flavour code for CRUNCHY CHEETOS is 71 with size PARTY SIZEThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 15 Oz Party Size for CRUNCHY CHEETOS",111
961,SMARTFOOD POPCORN,Smartfood Popcorn White Cheddar 9 3/4 Oz,"The predicted units for SMARTFOOD POPCORN is 17.4511421738022 and actual unit is 42, The net gap is 0The average unit revenue for SMARTFOOD POPCORN is 3.94The flavour code for SMARTFOOD POPCORN is 31 with size PARTY SIZEThe flavour description is CHS/MED CONQUES and item description is Smartfood Popcorn White Cheddar 9 3/4 Oz for SMARTFOOD POPCORN",101
962,SINGLE SERVE FLEX,Lay's Potato Chips Barbecue Flavored 2 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 5.384461835408 and actual unit is 10, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.56The flavour code for SINGLE SERVE FLEX is 9 with size XXVLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Lay's Potato Chips Barbecue Flavored 2 5/8 Oz for SINGLE SERVE FLEX",108
963,SINGLE SERVE FLEX,Cheetos Puffs Cheese Flavored Snacks Flamin' Hot Flavored 3 Oz,"The predicted units for SINGLE SERVE FLEX is 6.75664276945257 and actual unit is 27, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.56The flavour code for SINGLE SERVE FLEX is 71 with size XXVLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Puffs Cheese Flavored Snacks Flamin' Hot Flavored 3 Oz for SINGLE SERVE FLEX",111
964,FRITOS,Fritos Flavor Twists Corn Snacks Honey BBQ Flavored 9.25 Oz,"The predicted units for FRITOS is 12.0630091162034 and actual unit is 69, The net gap is 0The average unit revenue for FRITOS is 2.96The flavour code for FRITOS is 6 with size XLThe flavour description is HNY BBQ/MIX and item description is Fritos Flavor Twists Corn Snacks Honey BBQ Flavored 9.25 Oz for FRITOS",86
965,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 8.52807538188872 and actual unit is 9.5, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 3.6The flavour code for CRUNCHY CHEETOS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 8 1/2 Oz for CRUNCHY CHEETOS",112
966,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 9.08681333290115 and actual unit is 20, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 3.6The flavour code for CRUNCHY CHEETOS is 758 with size XLThe flavour description is HOT LIMON and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 8 1/2 Oz for CRUNCHY CHEETOS",107
967,POPCORNERS,PopCorners The Crunchy And Wholesome Popped-Corn Snack Sweet & Salty Kettle Corn 7 Oz,"The predicted units for POPCORNERS is 8.47614062767145 and actual unit is 10.5, The net gap is 0The average unit revenue for POPCORNERS is 2.47The flavour code for POPCORNERS is 186 with size XLThe flavour description is KETTLE CRN and item description is PopCorners The Crunchy And Wholesome Popped-Corn Snack Sweet & Salty Kettle Corn 7 Oz for POPCORNERS",100
968,BARE,Bare Baked Crunchy Apple Chips Fuji & Reds 3.4 Oz,"The predicted units for BARE is 5.31435996211147 and actual unit is 0, The net gap is 5.31435996211147The average unit revenue for BARE is 3.11The flavour code for BARE is 481 with size PREMIUM MULTI SERVEThe flavour description is GARDEN GREEN APPLE/FUJI A and item description is Bare Baked Crunchy Apple Chips Fuji & Reds 3.4 Oz for BARE",99
969,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 6.04299500696311 and actual unit is 5, The net gap is 1.04299500696311The average unit revenue for SANTITAS is 1.75The flavour code for SANTITAS is 28 with size 11 OZThe flavour description is HONEY MUSTARD/ HONEY DIJO and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",94
970,DIPS,Tostitos Chunky Salsa Mild 24 Oz,"The predicted units for DIPS is 5.3046892766507 and actual unit is 6, The net gap is 0The average unit revenue for DIPS is 3.52The flavour code for DIPS is 93 with size 24 OZThe flavour description is MLD SALSA and item description is Tostitos Chunky Salsa Mild 24 Oz for DIPS",75
971,SINGLE SERVE FLEX,Doritos Tortilla Chips Nacho Cheese Flavored 1 Oz,"The predicted units for SINGLE SERVE FLEX is 18.8813404832885 and actual unit is 22, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 0.37The flavour code for SINGLE SERVE FLEX is 33 with size SVL-RETAILThe flavour description is NAC/RAN WAV/BEF TRK/PNT S and item description is Doritos Tortilla Chips Nacho Cheese Flavored 1 Oz for SINGLE SERVE FLEX",117
972,SINGLE SERVE FLEX,Doritos Tortilla Chips Cool Ranch 1 Oz,"The predicted units for SINGLE SERVE FLEX is 26.1745566854325 and actual unit is 0, The net gap is 26.1745566854325The average unit revenue for SINGLE SERVE FLEX is 0.33The flavour code for SINGLE SERVE FLEX is 8 with size SVL-RETAILThe flavour description is RANCH/COOL RANCH and item description is Doritos Tortilla Chips Cool Ranch 1 Oz for SINGLE SERVE FLEX",114
973,BAKED CRUNCH CHEETOS,Cheetos Baked Cheese Flavored Snacks Crunchy Cheese Flavored 7.625 Oz,"The predicted units for BAKED CRUNCH CHEETOS is 6.00402868946625 and actual unit is 4, The net gap is 2.00402868946625The average unit revenue for BAKED CRUNCH CHEETOS is 2.81The flavour code for BAKED CRUNCH CHEETOS is 26 with size XLThe flavour description is RED FAT and item description is Cheetos Baked Cheese Flavored Snacks Crunchy Cheese Flavored 7.625 Oz for BAKED CRUNCH CHEETOS",117
974,LAYS,Lay's Classic Potato Chips Lightly Salted 7 3/4 Oz,"The predicted units for LAYS is 8.06951182719252 and actual unit is 46, The net gap is 0The average unit revenue for LAYS is 2.4The flavour code for LAYS is 715 with size XLThe flavour description is LIGHTLY SALTED and item description is Lay's Classic Potato Chips Lightly Salted 7 3/4 Oz for LAYS",84
975,LAYS,Lay's Classic Potato Chips Lightly Salted 7 3/4 Oz,"The predicted units for LAYS is 8.54672748303053 and actual unit is 36, The net gap is 0The average unit revenue for LAYS is 2.43The flavour code for LAYS is 715 with size XLThe flavour description is LIGHTLY SALTED and item description is Lay's Classic Potato Chips Lightly Salted 7 3/4 Oz for LAYS",85
976,TOSTITOS,"Tostitos Cantina Tortilla Chips Thin & Crispy15 Oz, Party Size","The predicted units for TOSTITOS is 5.4828669825621 and actual unit is 0, The net gap is 5.4828669825621The average unit revenue for TOSTITOS is 3.81The flavour code for TOSTITOS is 533 with size PARTY SIZEThe flavour description is CANTINA STYLE and item description is Tostitos Cantina Tortilla Chips Thin & Crispy15 Oz, Party Size for TOSTITOS",102
977,FRITOS,Sabritas Flavored Corn Snacks Turbos Flamas 10 Oz,"The predicted units for FRITOS is 15.1185426783878 and actual unit is 64, The net gap is 0The average unit revenue for FRITOS is 3.02The flavour code for FRITOS is 182 with size XLThe flavour description is TUR FLAM/RFT BIT SIZ TURB and item description is Sabritas Flavored Corn Snacks Turbos Flamas 10 Oz for FRITOS",90
978,SINGLE SERVE FLEX,Lay's Potato Chips Barbecue Flavored 2 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 5.27807018661746 and actual unit is 20, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.52The flavour code for SINGLE SERVE FLEX is 9 with size XXVLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Lay's Potato Chips Barbecue Flavored 2 5/8 Oz for SINGLE SERVE FLEX",109
979,SINGLE SERVE FLEX,Lay's Potato Chips Barbecue Flavored 2 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 12.2464179344835 and actual unit is 30, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.49The flavour code for SINGLE SERVE FLEX is 9 with size XXVLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Lay's Potato Chips Barbecue Flavored 2 5/8 Oz for SINGLE SERVE FLEX",109
980,SUNCHIPS,Sunchips Flavored Whole Grain Snacks Chili Lime 7 Oz,"The predicted units for SUNCHIPS is 5.43484785251351 and actual unit is 4, The net gap is 1.43484785251351The average unit revenue for SUNCHIPS is 2.84The flavour code for SUNCHIPS is 81 with size XLThe flavour description is CHILI LIME and item description is Sunchips Flavored Whole Grain Snacks Chili Lime 7 Oz for SUNCHIPS",90
981,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 25.8858649951861 and actual unit is 35, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 3.57The flavour code for CRUNCHY CHEETOS is 758 with size XLThe flavour description is HOT LIMON and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Limon Flavored 8 1/2 Oz for CRUNCHY CHEETOS",106
982,BAKEN-ETS,Baken-Ets Flavored Fried Pork Skins Queso Chicharrones 4 Oz,"The predicted units for BAKEN-ETS is 8.99560765033902 and actual unit is 0, The net gap is 8.99560765033902The average unit revenue for BAKEN-ETS is 1.67The flavour code for BAKEN-ETS is 72 with size 2VALUE LINEThe flavour description is QUESO and item description is Baken-Ets Flavored Fried Pork Skins Queso Chicharrones 4 Oz for BAKEN-ETS",103
983,LAYS,Lay's Potato Chips Barbecue Flavored 12 1/2 Oz,"The predicted units for LAYS is 7.03784533383809 and actual unit is 12, The net gap is 0The average unit revenue for LAYS is 3.96The flavour code for LAYS is 9 with size PARTY SIZEThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Lay's Potato Chips Barbecue Flavored 12 1/2 Oz for LAYS",92
984,LAYS,Lay's Potato Chips Lightly Salted Classic 12 1/2 Oz,"The predicted units for LAYS is 5.56964289539029 and actual unit is 7, The net gap is 0The average unit revenue for LAYS is 4.05The flavour code for LAYS is 715 with size PARTY SIZEThe flavour description is LIGHTLY SALTED and item description is Lay's Potato Chips Lightly Salted Classic 12 1/2 Oz for LAYS",88
985,CHEETOS POPCORN,Cheetos Popcorn Flavored Popcorn Cheddar Flavored 7 Oz,"The predicted units for CHEETOS POPCORN is 7.17370282683097 and actual unit is 54, The net gap is 0The average unit revenue for CHEETOS POPCORN is 2.89The flavour code for CHEETOS POPCORN is 31 with size XLThe flavour description is CHS/MED CONQUES and item description is Cheetos Popcorn Flavored Popcorn Cheddar Flavored 7 Oz for CHEETOS POPCORN",101
986,SINGLE SERVE FLEX,Lay's Potato Chips Barbecue Flavored 2 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 16.7102874000984 and actual unit is 40, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.47The flavour code for SINGLE SERVE FLEX is 9 with size XXVLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Lay's Potato Chips Barbecue Flavored 2 5/8 Oz for SINGLE SERVE FLEX",109
987,SINGLE SERVE FLEX,Doritos Tortilla Chips Cool Ranch Flavored 2 3/4 Oz,"The predicted units for SINGLE SERVE FLEX is 6.45125553588686 and actual unit is 13, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.57The flavour code for SINGLE SERVE FLEX is 8 with size XXVLThe flavour description is RANCH/COOL RANCH and item description is Doritos Tortilla Chips Cool Ranch Flavored 2 3/4 Oz for SINGLE SERVE FLEX",108
988,KETTLE,Lay's Kettle Cooked Potato Chips Mesquite BBQ Flavored 8 Oz,"The predicted units for KETTLE is 5.48217405158335 and actual unit is 7, The net gap is 0The average unit revenue for KETTLE is 2.87The flavour code for KETTLE is 118 with size XLThe flavour description is KTLBBQ and item description is Lay's Kettle Cooked Potato Chips Mesquite BBQ Flavored 8 Oz for KETTLE",85
989,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 8 1/2 Oz,"The predicted units for CRUNCHY CHEETOS is 89.9370493332532 and actual unit is 125, The net gap is 0The average unit revenue for CRUNCHY CHEETOS is 3.01The flavour code for CRUNCHY CHEETOS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 8 1/2 Oz for CRUNCHY CHEETOS",109
990,PUFF CHEETOS,Cheetos Puffs Cheese Flavored Snacks 8 Oz,"The predicted units for PUFF CHEETOS is 43.612735189875 and actual unit is 184.5, The net gap is 0The average unit revenue for PUFF CHEETOS is 3.6The flavour code for PUFF CHEETOS is 9 with size XLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Cheetos Puffs Cheese Flavored Snacks 8 Oz for PUFF CHEETOS",101
991,PUFF CHEETOS,Cheetos Puffs Cheese Flavored Snacks 8 Oz,"The predicted units for PUFF CHEETOS is 95.0444817557927 and actual unit is 255, The net gap is 0The average unit revenue for PUFF CHEETOS is 2.94The flavour code for PUFF CHEETOS is 9 with size XLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Cheetos Puffs Cheese Flavored Snacks 8 Oz for PUFF CHEETOS",99
992,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 60.7935575729817 and actual unit is 90, The net gap is 0The average unit revenue for SANTITAS is 1.68The flavour code for SANTITAS is 38 with size 11 OZThe flavour description is WVBQ/BLD/SMK CHD BBQ and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",87
993,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 71.0347104264631 and actual unit is 123.5, The net gap is 0The average unit revenue for SANTITAS is 1.69The flavour code for SANTITAS is 38 with size 11 OZThe flavour description is WVBQ/BLD/SMK CHD BBQ and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",90
994,SANTITAS,Santitas Tortilla Chips 11 Oz,"The predicted units for SANTITAS is 60.5493380246021 and actual unit is 80, The net gap is 0The average unit revenue for SANTITAS is 1.67The flavour code for SANTITAS is 38 with size 11 OZThe flavour description is WVBQ/BLD/SMK CHD BBQ and item description is Santitas Tortilla Chips 11 Oz for SANTITAS",88
995,DIPS,Tostitos Dip Creamy Spinach 15 Oz,"The predicted units for DIPS is 5.34346959336655 and actual unit is 6, The net gap is 0The average unit revenue for DIPS is 3.53The flavour code for DIPS is 794 with size QUESO DIPThe flavour description is KALE/SPINACH and item description is Tostitos Dip Creamy Spinach 15 Oz for DIPS",82
